,adi_threshold,cv2_threshold,score
0.1,2.3333333333333335,0.9974641445926847,0.7097344244680112
0.5,2.3333333333333335,1.0079624556754672,0.7122381999095388
0.9,2.5,1.0182898373194011,0.7153673793959586
