source_rows,min_month,max_month,base_skus,bravo_skus,branches,regions,price_groups,factory_skus,pattern_sets,sku_names,units,region_missing,price_group_missing,factory_sku_missing,pattern_set_missing,sku_name_missing
196039,2024-01-01,2026-06-01,2738,6573,61,3,18,2541,1736,2709,1,8866,0,0,0,0
