branch,branch_name,region,top_peer_branch,origin_month,last_quantity,quantity_lag1_from_origin,quantity_lag2_from_origin,quantity_lag3_from_origin,quantity_lag6_from_origin,quantity_lag12_from_origin,quantity_lag1_available,quantity_lag2_available,quantity_lag3_available,quantity_lag6_available,quantity_lag12_available,rolling_mean_3_asof_origin,rolling_mean_6_asof_origin,rolling_std_3_asof_origin,rolling_std_6_asof_origin,ewm_3_asof_origin,recent_growth_3m,region_ex_self_lag0,region_ex_self_lag1,region_ex_self_lag2,region_ex_self_lag3,system_ex_self_lag0,system_ex_self_lag1,active_base_skus_asof_origin,top5_abs_share_asof_origin,sku_hhi_asof_origin,top_peer_last_quantity,top_peer_lag1_quantity,target_month,horizon,target_quantity,seasonal_naive,trend_index,gg_trends_lag1,flag_mua_mua,ty_trong_chay_tet,ty_trong_thang_gieng,ty_trong_thang_co_hon,ty_trong_thanh_minh,target_month_number,target_month_sin,target_month_cos
072,Chi nhánh Quảng Ngãi Unimax,Tây Nguyên,014,2024-06-01,21287.74,18275.7,11055.95,18783.24,,,1,1,1,0,0,16873.13,14701.098333333335,5258.115974824063,5348.646948630716,18356.365,0.3467188298144048,185829.08000000002,198229.75999999998,150507.38999999998,173082.0,870846.2,961369.1,192.0,0.26074914481293,0.0234469754349526,22549.5,19431.01,2024-08-01,2,20191.58,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
072,Chi nhánh Quảng Ngãi Unimax,Tây Nguyên,014,2024-05-01,18275.7,11055.95,18783.24,10020.93,,,1,1,1,0,0,16038.296666666669,13383.77,4322.294869977445,4769.158803484112,15424.990000000002,0.705842457298002,198229.75999999998,150507.38999999998,173082.0,39806.56,961369.1,755571.0,157.0,0.242595358864503,0.0223752199455689,19431.01,10662.95,2024-08-01,3,20191.58,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
073,Chi nhánh Tiền Giang Unimax,Tây Nam Bộ,081,2024-07-01,28930.2,34730.94,33908.16,26959.44,9201.11999999999,,1,1,1,1,0,32523.100000000002,26177.576666666664,3138.62064283022,8900.960133005132,30062.273125,0.639926005308578,171681.06999999998,221806.46,265898.4199999999,218666.81,748723.1600000001,857403.0,204.0,0.219871967701571,0.0205366426231286,22123.35,20941.72,2024-08-01,1,23780.69,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
073,Chi nhánh Tiền Giang Unimax,Tây Nam Bộ,081,2024-06-01,34730.94,33908.16,26959.44,21683.16,,,1,1,1,0,0,31866.180000000004,22889.396666666667,4269.228829987917,11062.421397798349,31194.346250000002,1.2904525006564795,221806.46,265898.4199999999,218666.81,189337.74,857403.0,945736.6399999999,198.0,0.201498145457624,0.0183976427725187,20941.72,26252.35,2024-08-01,2,23780.69,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
073,Chi nhánh Tiền Giang Unimax,Tây Nam Bộ,081,2024-05-01,33908.16,26959.44,21683.16,10853.56,,,1,1,1,0,0,27516.920000000002,20521.087999999996,6131.536855699395,10531.135476458372,27657.752500000002,1.7441893862180815,265898.4199999999,218666.81,189337.74,53600.35000000001,945736.6399999999,739667.51,186.0,0.234272812208035,0.022831726135793,26252.35,18901.58,2024-08-01,3,23780.69,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
074,Chi nhánh Vũng Tàu Unimax,Đông Nam Bộ,019,2024-07-01,5752.34,4093.11,5507.14,4275.5,,,1,1,1,0,0,5117.53,4785.29,895.6048304358346,779.8001260579535,5123.70625,0.19375170576613088,169872.9,179802.95,175524.16999999998,146219.54,771901.0200000001,888040.83,71.0,0.465424505505586,0.0585877712959161,10312.1,11962.6,2024-08-01,1,3883.32,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
074,Chi nhánh Vũng Tàu Unimax,Đông Nam Bộ,019,2024-06-01,4093.11,5507.14,4275.5,4298.36,,,1,1,1,0,0,4625.25,4543.5275,769.1644863746634,648.9403717535739,4495.0725,0.07604993532417015,179802.95,175524.16999999998,146219.54,118955.57999999999,888040.83,974137.6599999999,57.0,0.412908521881894,0.0552042447387163,11962.6,11106.23,2024-08-01,2,3883.32,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
074,Chi nhánh Vũng Tàu Unimax,Đông Nam Bộ,019,2024-05-01,5507.14,4275.5,4298.36,,,,1,1,0,0,0,4693.666666666667,4693.666666666667,704.581289088302,704.581289088302,4897.035,,175524.16999999998,146219.54,118955.57999999999,,974137.6599999999,762351.45,70.0,0.469034743986897,0.0776401652745378,11106.23,10029.87,2024-08-01,3,3883.32,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
076,Chi nhánh HCM Unimax,Đông Nam Bộ,002,2024-07-01,18992.73,16240.86,15238.81,14361.49,7103.47,,1,1,1,1,0,16824.133333333335,13340.681666666665,1943.7424411771633,5948.123588253415,16916.335625,0.7067810463318129,156632.50999999998,167655.2,165792.5,136133.55000000002,758660.6300000001,875893.08,216.0,0.195877054009613,0.0164884877042903,15546.68,14147.19,2024-08-01,1,17803.47,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
076,Chi nhánh HCM Unimax,Đông Nam Bộ,002,2024-06-01,16240.86,15238.81,14361.49,13354.25,,,1,1,1,0,0,15280.386666666665,11359.138333333334,940.3745868712928,5662.1364559127915,14839.94125,1.0543980438896874,167655.2,165792.5,136133.55000000002,109899.68999999999,875893.08,964405.9899999999,222.0,0.198910648820321,0.0169600776203324,14147.19,9840.77,2024-08-01,2,17803.47,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
076,Chi nhánh HCM Unimax,Đông Nam Bộ,002,2024-05-01,15238.81,14361.49,13354.25,1855.95,,,1,1,1,0,0,14318.183333333332,10382.794,943.0260860301534,5738.063665338683,13439.0225,2.196229964290843,165792.5,136133.55000000002,109899.68999999999,36704.22,964405.9899999999,752265.46,185.0,0.207688133128505,0.0189978331507901,9840.77,9287.74,2024-08-01,3,17803.47,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
079,Chi nhánh Lâm Đồng Unimax,Tây Nguyên,067,2024-07-01,11462.78,15260.23,14379.6,10976.42,4338.3,,1,1,1,1,0,13700.87,10234.813333333334,1987.6273381345964,4986.85349357555,12362.997500000001,1.0241339251374089,190214.86,191856.59,202125.86,150586.91999999998,766190.5800000001,876873.71,173.0,0.24722275050206,0.0229246812979954,23592.64,28638.72,2024-08-01,1,8840.47,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
079,Chi nhánh Lâm Đồng Unimax,Tây Nguyên,067,2024-06-01,15260.23,14379.6,10976.42,7648.57,,,1,1,1,0,0,13538.75,9047.4,2262.3060294531374,5461.5895789156475,13263.215,1.9715982045851121,191856.59,202125.86,150586.91999999998,184216.66999999998,876873.71,965265.2,180.0,0.198008811138495,0.0172133696049606,28638.72,34998.96,2024-08-01,2,8840.47,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
079,Chi nhánh Lâm Đồng Unimax,Tây Nguyên,067,2024-05-01,14379.6,10976.42,7648.57,1681.28,,,1,1,1,0,0,11001.529999999999,7804.834,3365.5852536074635,5070.150286528004,11266.2,2.6552483728100627,202125.86,150586.91999999998,184216.66999999998,48146.21,965265.2,755650.5299999999,178.0,0.188003838771593,0.017312795778756,34998.96,35617.45,2024-08-01,3,8840.47,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
081,Chi nhánh Đồng Nai Unimax,Đông Nam Bộ,073,2024-07-01,22123.35,20941.72,26252.35,18901.58,5237.1,,1,1,1,1,0,23105.806666666667,19135.478333333333,2788.2994056652688,5907.166962317611,21537.90859375,0.5236121414339234,153501.88999999998,162954.34,154778.96,131593.46000000002,755530.0100000001,871192.22,216.0,0.184616705878631,0.0165503379059413,28930.2,34730.94,2024-08-01,1,13096.86,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
081,Chi nhánh Đồng Nai Unimax,Đông Nam Bộ,073,2024-06-01,20941.72,26252.35,18901.58,17955.34,,,1,1,1,0,0,22031.88333333333,16321.103333333333,3794.7064403235845,7889.0609195231,20952.4671875,1.0764572992905963,162954.34,154778.96,131593.46000000002,105298.59999999999,871192.22,953392.45,232.0,0.236684474818687,0.0210272373000775,34730.94,33908.16,2024-08-01,2,13096.86,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
081,Chi nhánh Đồng Nai Unimax,Đông Nam Bộ,073,2024-05-01,26252.35,18901.58,17955.34,8638.53,,,1,1,1,0,0,21036.423333333332,15396.98,4541.834516848153,8449.353420578997,20963.214375,2.0321395617111917,154778.96,131593.46000000002,105298.59999999999,29921.64,953392.45,747725.37,214.0,0.23319969450354,0.0207587716261011,33908.16,26959.44,2024-08-01,3,13096.86,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
093,LOTINA,Khác,022,2024-07-01,121652.67,155123.76,127325.52,23408.16,,,1,1,1,0,0,134700.65,87137.862,17912.924756574528,66566.40927582634,117497.175,7.528769102577739,78086.54000000011,89459.9,154975.93,185534.16,656000.6900000001,737010.1799999999,123.0,0.243040288388245,0.0250571059840871,8193.88,10102.57,2024-08-01,1,95112.75,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
093,LOTINA,Khác,022,2024-06-01,155123.76,127325.52,23408.16,8179.2,,,1,1,1,0,0,101952.48,78509.16,69426.8909715191,73564.61425488752,113341.68000000001,11.464847417840375,89459.9,154975.93,185534.16,140363.9599999999,737010.1799999999,852319.2799999999,111.0,0.238029299960239,0.0248783457674384,10102.57,10825.47,2024-08-01,2,95112.75,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
093,LOTINA,Khác,022,2024-05-01,127325.52,23408.16,8179.2,,,,1,1,0,0,0,52970.96,52970.96,64841.581953755565,64841.581953755565,71559.6,,154975.93,185534.16,140363.9599999999,,852319.2799999999,743218.7899999999,64.0,0.295038103908784,0.0345415269261956,10825.47,8594.52,2024-08-01,3,95112.75,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
094,Chi nhánh Tây Ninh Unimax,Đông Nam Bộ,022,2024-07-01,6861.33,7600.26,7767.51,7050.31,2412.18,,1,1,1,1,0,7409.7,5787.889999999999,482.20885858723364,2821.4732168496657,6944.4640625,0.778578423842077,168763.91,176295.8,173263.8,143444.73,770792.0300000001,884533.6799999999,89.0,0.30595525940306,0.0347612148311319,8193.88,10102.57,2024-08-01,1,6420.49,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
094,Chi nhánh Tây Ninh Unimax,Đông Nam Bộ,022,2024-06-01,7600.26,7767.51,7050.31,5077.55,,,1,1,1,0,0,7472.693333333334,5046.365000000001,375.2317961385147,3057.6966554499813,7027.598125,1.8521331126409173,176295.8,173263.8,143444.73,118176.38999999998,884533.6799999999,971877.2899999999,92.0,0.294618868301874,0.0331724665714967,10102.57,10825.47,2024-08-01,2,6420.49,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
094,Chi nhánh Tây Ninh Unimax,Đông Nam Bộ,022,2024-05-01,7767.51,7050.31,5077.55,370.38,,,1,1,1,0,0,6631.790000000001,4535.586,1392.961034343747,3119.322385491759,6454.936250000001,3.766682479443391,173263.8,143444.73,118176.38999999998,38189.79,971877.2899999999,759576.6399999999,81.0,0.272324078115123,0.0317519227664329,10825.47,8594.52,2024-08-01,3,6420.49,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
097,Chi nhánh Bình Phước Unilux,Đông Nam Bộ,060,2024-07-01,9164.8,15939.02,6613.72,9258.35,5582.28,,1,1,1,1,0,10572.513333333332,8197.301666666666,4819.392870905351,4637.670061349413,10286.2121875,0.8159309343093859,166460.44,167957.04,174417.59,141236.69,768488.56,876194.9199999999,83.0,0.29296438547486,0.0323170493693131,16488.71,18569.6,2024-08-01,1,10780.03,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
097,Chi nhánh Bình Phước Unilux,Đông Nam Bộ,060,2024-06-01,15939.02,6613.72,9258.35,6286.3,,,1,1,1,0,0,10603.696666666667,7600.215,4806.0142803193285,4718.1167505001395,11407.624375,1.3067896042116867,167957.04,174417.59,141236.69,116967.63999999998,876194.9199999999,973031.08,84.0,0.482835833068783,0.0819331058878999,18569.6,15063.28,2024-08-01,2,10780.03,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
097,Chi nhánh Bình Phước Unilux,Đông Nam Bộ,060,2024-05-01,6613.72,9258.35,6286.3,1921.62,,,1,1,1,0,0,7386.123333333333,5932.454,1629.639678773601,2639.144073517018,6876.22875,0.9686092120985976,174417.59,141236.69,116967.63999999998,36638.549999999996,973031.08,757368.6,67.0,0.342950714575156,0.0393747626570577,15063.28,11880.62,2024-08-01,3,10780.03,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
098,Chi nhánh Kiên Giang Unimax,Tây Nam Bộ,097,2024-07-01,6060.79,6845.4,7792.22,7264.23,,,1,1,1,0,0,6899.47,5737.065,866.9804697338931,2488.7514374621665,6371.6540625,0.5081929586023881,194550.47999999998,249692.0,292014.3599999999,238362.02,771592.5700000001,885288.5399999999,88.0,0.342905792809188,0.0382612018338579,9164.8,15939.02,2024-08-01,1,6117.07,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
098,Chi nhánh Kiên Giang Unimax,Tây Nam Bộ,097,2024-06-01,6845.4,7792.22,7264.23,5522.07,,,1,1,1,0,0,7300.616666666666,5672.32,474.4576063605006,2776.853486259223,6682.518125,1.260340312447592,249692.0,292014.3599999999,238362.02,205498.83,885288.5399999999,971852.58,99.0,0.300815145937418,0.0311461555644098,15939.02,6613.72,2024-08-01,2,6117.07,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
098,Chi nhánh Kiên Giang Unimax,Tây Nam Bộ,097,2024-05-01,7792.22,7264.23,5522.07,937.68,,,1,1,1,0,0,6859.506666666667,5379.05,1187.9587484560798,3115.7404298497013,6519.63625,6.315402553820778,292014.3599999999,238362.02,205498.83,63516.23000000001,971852.58,759362.72,77.0,0.276837666287656,0.0315152967351029,6613.72,9258.35,2024-08-01,3,6117.07,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
099,Chi nhánh Bình Định Unis,Tây Nguyên,076,2024-07-01,14462.81,13369.51,12205.15,6417.05,,,1,1,1,0,0,13345.823333333334,9229.988333333333,1129.016369470946,5413.723723923919,12779.4109375,1.609586076809065,187214.83,193747.31,204300.31,155146.29,763190.55,878764.4299999999,102.0,0.362329312215261,0.0385693461598794,18992.73,16240.86,2024-08-01,1,12430.69,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
099,Chi nhánh Bình Định Unis,Tây Nguyên,076,2024-06-01,13369.51,12205.15,6417.05,8923.97,,,1,1,1,0,0,10663.903333333334,8183.424000000001,3723.6750635002168,5331.114228768693,11096.011875,1.389560442228051,193747.31,204300.31,155146.29,182941.27,878764.4299999999,967439.6499999999,85.0,0.394398897192194,0.0464422208887749,16240.86,15238.81,2024-08-01,2,12430.69,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
099,Chi nhánh Bình Định Unis,Tây Nguyên,076,2024-05-01,12205.15,6417.05,8923.97,1.44,,,1,1,1,0,0,9182.056666666665,6886.9025,2902.6680740541688,5166.035090907888,8822.51375,6375.42824074074,204300.31,155146.29,182941.27,49826.049999999996,967439.6499999999,760209.8999999999,74.0,0.392765349053473,0.0485916900990933,15238.81,14361.49,2024-08-01,3,12430.69,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
222,Công Ty TNHH MTV UNILUX,Khác,000,2024-07-01,7442.14,9390.97,9724.13,17668.84,10089.12,,1,1,1,1,0,8852.413333333332,17179.710000000003,1232.6402769800725,13725.226940453846,10154.902812499999,-0.6529418975335144,192297.0700000001,235192.69,272577.32,191273.48,770211.2200000001,882742.97,93.0,0.249249543814011,0.0240854424055292,70644.4000000001,80068.93,2024-08-01,1,6148.98,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
222,Công Ty TNHH MTV UNILUX,Khác,000,2024-06-01,9390.97,9724.13,17668.84,44100.08,,,1,1,1,0,0,12261.313333333334,17620.873333333333,4686.017219818285,13388.037342029886,12867.665624999998,-0.46644551234165876,235192.69,272577.32,191273.48,104443.07999999991,882742.97,969920.6699999999,95.0,0.242524467653501,0.023622411518519,80068.93,145251.8,2024-08-01,2,6148.98,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
222,Công Ty TNHH MTV UNILUX,Khác,000,2024-05-01,9724.13,17668.84,44100.08,14752.1,,,1,1,1,0,0,23831.016666666666,19266.854,17997.383158504832,14273.403139289523,16344.361249999998,0.9186671722779047,272577.32,191273.48,104443.07999999991,76880.9199999999,969920.6699999999,748958.11,96.0,0.263850853495377,0.0266747862052683,145251.8,167865.32,2024-08-01,3,6148.98,,8.0,25.0,1.0,0.0,0.0,0.903226,0.0,8,-0.8660254037844385,-0.5000000000000004
000,Công Ty Cổ Phần Tập Đoàn UNIS,Khác,222,2024-08-01,65028.0,70644.4000000001,80068.93,145251.8,76880.9199999999,,1,1,1,1,0,71913.77666666669,104187.05500000001,7600.386941309583,42530.545879082114,77305.85906250002,-0.47300600174409624,101261.73000000001,129094.81000000001,164514.73,137049.65000000002,622262.3200000001,707008.96,198.0,0.127792335609276,0.0109029567695245,6148.98,7442.14,2024-09-01,1,42691.37,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
000,Công Ty Cổ Phần Tập Đoàn UNIS,Khác,222,2024-07-01,70644.4000000001,80068.93,145251.8,167865.32,88749.92,,1,1,1,1,0,98655.04333333335,106162.54166666664,40628.17667973334,40578.35580352581,89583.71812500004,-0.1320928246938824,129094.81000000001,164514.73,137049.65000000002,41077.0,707008.96,812065.01,235.0,0.12341700120604,0.0102042365381979,7442.14,9390.97,2024-09-01,2,42691.37,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
000,Công Ty Cổ Phần Tập Đoàn UNIS,Khác,222,2024-06-01,80068.93,145251.8,167865.32,96263.8799999999,,,1,1,1,0,0,131062.01666666666,109180.1283333333,45585.78712211991,38000.10744378414,108523.03624999999,0.5013133903577753,164514.73,137049.65000000002,41077.0,52279.28000000001,812065.01,834393.0,221.0,0.116279061054019,0.0100929219768201,9390.97,9724.13,2024-09-01,3,42691.37,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
001,Chi nhánh Đà Nẵng Unis,Tây Nguyên,079,2024-08-01,18142.52,19043.97,15143.92,19743.31,6484.8,,1,1,1,1,0,17443.47,15372.245,2041.8375737310746,4479.859808416999,17556.7884375,0.3114385212562647,154572.59000000003,182633.66999999998,191972.9,196762.15,669147.8,758609.3900000001,141.0,0.279204873413396,0.0285565439576577,8840.47,11462.78,2024-09-01,1,12799.54,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
001,Chi nhánh Đà Nẵng Unis,Tây Nguyên,079,2024-07-01,19043.97,15143.92,19743.31,11496.39,6694.32,,1,1,1,1,0,17977.06666666667,13429.291666666666,2478.3682404020055,5459.076270481725,16971.056875000002,1.0240987368899086,182633.66999999998,191972.9,196762.15,150066.95,758609.3900000001,876990.0199999999,142.0,0.356841561922225,0.036430247393695,11462.78,15260.23,2024-09-01,2,12799.54,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
001,Chi nhánh Đà Nẵng Unis,Tây Nguyên,079,2024-06-01,15143.92,19743.31,11496.39,8663.36,,,1,1,1,0,0,15461.206666666667,11371.016666666668,4132.605170256813,5242.5914077855305,14898.14375,1.123550988715567,191972.9,196762.15,150066.95,183201.88,876990.0199999999,959901.4899999999,159.0,0.270214052900438,0.0268621344899427,15260.23,14379.6,2024-09-01,3,12799.54,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
002,Chi nhánh Bình Dương Unis,Đông Nam Bộ,060,2024-08-01,11762.95,15546.68,14147.19,9840.77,1270.45,,1,1,1,1,0,13818.94,11357.806666666665,1913.1032970281503,3049.259088281392,12606.601015625001,0.5532704733829352,141158.59999999998,160078.56,169748.87,171190.54,675527.3700000001,762106.68,160.0,0.189017210818715,0.017787894183636,18654.44,16488.71,2024-09-01,1,11070.36,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
002,Chi nhánh Bình Dương Unis,Đông Nam Bộ,060,2024-07-01,15546.68,14147.19,9840.77,9287.74,4696.74,,1,1,1,1,0,13178.213333333333,9609.056666666667,2973.8088485027606,5093.756353857795,13450.25203125,1.1818595230605369,160078.56,169748.87,171190.54,141207.30000000002,762106.68,877986.75,166.0,0.244525519274855,0.0241687697555524,16488.71,18569.6,2024-09-01,2,11070.36,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
002,Chi nhánh Bình Dương Unis,Đông Nam Bộ,060,2024-06-01,14147.19,9840.77,9287.74,7561.51,,,1,1,1,0,0,11091.9,7800.733333333334,2660.3680728989357,4449.4281313475185,11353.8240625,1.4596376591985925,169748.87,171190.54,141207.30000000002,115692.43,877986.75,969804.0299999999,142.0,0.278353510485121,0.027804961851593,18569.6,15063.28,2024-09-01,3,11070.36,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
008,Chi nhánh HCM Unis,Đông Nam Bộ,076,2024-08-01,18424.93,24808.58,21729.15,22641.59,3194.17,,1,1,1,1,0,21654.220000000005,20250.42166666667,3192.4845668068483,3325.5243265531276,20486.663828125,0.14897080591094425,134496.62,150816.65999999997,162166.91,158389.72,668865.39,752844.7800000001,222.0,0.153564762525556,0.0128066890058646,17803.47,18992.73,2024-09-01,1,14601.22,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
008,Chi nhánh HCM Unis,Đông Nam Bộ,076,2024-07-01,24808.58,21729.15,22641.59,17810.85,13811.34,,1,1,1,1,0,23059.773333333334,17711.961666666666,1581.7333076195962,7800.207513835556,22548.397656250003,0.8650512435819151,150816.65999999997,162166.91,158389.72,132684.19,752844.7800000001,870404.7899999999,240.0,0.215293257413363,0.0179917955867009,18992.73,16240.86,2024-09-01,2,14601.22,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
008,Chi nhánh HCM Unis,Đông Nam Bộ,076,2024-06-01,21729.15,22641.59,17810.85,16087.43,,,1,1,1,0,0,20727.196666666667,15879.088333333333,2566.504451298158,7055.671420576263,20288.2153125,0.8789986625546111,162166.91,158389.72,132684.19,107166.50999999998,870404.7899999999,957003.21,219.0,0.184873315339072,0.0173571615258581,16240.86,15238.81,2024-09-01,3,14601.22,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
010,Chi nhánh Đồng Nai Unis,Đông Nam Bộ,050,2024-08-01,14852.82,17466.24,18796.82,25317.62,7626.08,,1,1,1,1,0,17038.626666666667,18701.273333333334,2006.47050118692,3526.44642992158,16679.741484375,-0.16329338031839313,138068.72999999998,158159.0,165099.24,155713.69,672437.5000000001,760187.1200000001,210.0,0.24250748342739,0.0208141802012436,17164.02,23294.8,2024-09-01,1,9439.89,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
010,Chi nhánh Đồng Nai Unis,Đông Nam Bộ,050,2024-07-01,17466.24,18796.82,25317.62,17282.01,8478.29,,1,1,1,1,0,20526.893333333337,17496.81666666667,4201.89329709041,5680.213750487446,18506.662968750003,0.41890248482611403,158159.0,165099.24,155713.69,133213.03,760187.1200000001,873337.12,210.0,0.268144718038914,0.0243567082095158,23294.8,26673.59,2024-09-01,2,9439.89,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
010,Chi nhánh Đồng Nai Unis,Đông Nam Bộ,050,2024-06-01,18796.82,25317.62,17282.01,18492.13,,,1,1,1,0,0,20465.483333333334,15998.824999999999,4269.787466377376,6770.423256496597,19547.0859375,0.7746433887821023,165099.24,155713.69,133213.03,104761.80999999998,873337.12,954327.1799999999,211.0,0.208718283198967,0.0186428722561842,26673.59,38732.7999999999,2024-09-01,3,9439.89,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
011,Chi nhánh Tiền Giang Unis,Tây Nam Bộ,008,2024-08-01,16729.56,12403.66,17400.69,16346.9,4501.62,,1,1,1,1,0,15511.303333333335,14416.40333333333,2712.1373830677053,2704.5906280445956,15311.437578125,0.16438084690641785,178634.37,188207.61,239136.71,283459.6799999999,670560.76,765249.7000000001,178.0,0.39025413698866,0.0542657081767927,18424.93,24808.58,2024-09-01,1,9447.38000000001,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
011,Chi nhánh Tiền Giang Unis,Tây Nam Bộ,008,2024-07-01,12403.66,17400.69,16346.9,11123.13,9085.71000000001,,1,1,1,1,0,15383.75,12378.413333333332,2634.069218357787,4573.966936223595,13893.315156249999,0.6412700490020531,188207.61,239136.71,283459.6799999999,234503.12,765249.7000000001,874733.25,171.0,0.207122736353625,0.0190404335345402,24808.58,21729.15,2024-09-01,2,9447.38000000001,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
011,Chi nhánh Tiền Giang Unis,Tây Nam Bộ,008,2024-06-01,17400.69,16346.9,11123.13,12494.48,,,1,1,1,0,0,14956.906666666668,11825.421666666667,3361.6961475471485,4766.80871894569,15382.9703125,0.720383669691635,239136.71,283459.6799999999,234503.12,198526.41999999998,874733.25,963297.8999999999,166.0,0.282992226170342,0.0300841944612879,21729.15,22641.59,2024-09-01,3,9447.38000000001,,9.0,24.75,1.0,0.0,0.0,0.066667,0.0,9,-1.0,-1.8369701987210297e-16
